id,latitude,longitude,name,type,color,segment_name,segment_id,url
40,45.413592,-73.89915,Senneville Lollipop:  [UNCLAIMED],UNCLAIMED,000000,Senneville Lollipop,5568228,http://www.strava.com/segments/5568228/compare/,
41,45.381962,-73.746487,Sprint Rivière Chateauguay:  [UNCLAIMED],UNCLAIMED,000000,Sprint Rivière Chateauguay,7719733,http://www.strava.com/segments/7719733/compare/,
42,45.38106,-73.767135,Centre Nautique/Maple Grove/Centre Nautique:  [UNCLAIMED],UNCLAIMED,000000,Centre Nautique/Maple Grove/Centre Nautique,4448245,http://www.strava.com/segments/4448245/compare/,
43,45.408795,-73.557682,Voie Maritime (Sprint Ouest):  [Vitor Lima],Vitor Lima,B7E628,Voie Maritime (Sprint Ouest),7974277,http://www.strava.com/segments/7974277/compare/,
44,45.405947,-73.56723,Écluse (sprint):  [Michael Burkat],Michael Burkat,C7258E,Écluse (sprint),3769823,http://www.strava.com/segments/3769823/compare/,
45,45.408442,-73.568747,Pre ROC Sprint:  [Vitor Lima],Vitor Lima,B7E628,Pre ROC Sprint,3989191,http://www.strava.com/segments/3989191/compare/,
46,45.40853898972273,-73.56424894183874,15km TT:  [UNCLAIMED],UNCLAIMED,000000,15km TT,665985,http://www.strava.com/segments/665985/compare/,
47,45.405451,-73.567089,Off Ecluse Sprint:  [Yibing Wen],Yibing Wen,8126C0,Off Ecluse Sprint,9236820,http://www.strava.com/segments/9236820/compare/,
48,45.393298,-73.580196,132 jusqu'au pont:  [UNCLAIMED],UNCLAIMED,000000,132 jusqu'au pont,7384195,http://www.strava.com/segments/7384195/compare/,
49,45.408598,-73.562393,TT 20 KM Départ Ste-Catherine:  [UNCLAIMED],UNCLAIMED,000000,TT 20 KM Départ Ste-Catherine,9854997,http://www.strava.com/segments/9854997/compare/,
50,45.402496,-73.556688,Rapidos traning 2:  [UNCLAIMED],UNCLAIMED,000000,Rapidos traning 2,3904290,http://www.strava.com/segments/3904290/compare/,
51,45.384074,-73.584878,St-Rémi sens horaire:  [UNCLAIMED],UNCLAIMED,000000,St-Rémi sens horaire,4638229,http://www.strava.com/segments/4638229/compare/,
52,45.400667,-73.522891,Candiac-LaPrairie_Est:  [Yibing Wen],Yibing Wen,8126C0,Candiac-LaPrairie_Est,4794412,http://www.strava.com/segments/4794412/compare/,
53,45.400609,-73.53785,VIA CLSC:  [Yibing Wen],Yibing Wen,8126C0,VIA CLSC,7252701,http://www.strava.com/segments/7252701/compare/,
54,45.4081777,-73.5076542,La Prairie - Candiac / Marie-Victorin Ouest:  [Yibing Wen],Yibing Wen,8126C0,La Prairie - Candiac / Marie-Victorin Ouest,2656120,http://www.strava.com/segments/2656120/compare/,
55,45.384352,-73.541475,Principale nord:  [Michael Burkat],Michael Burkat,C7258E,Principale nord,7252780,http://www.strava.com/segments/7252780/compare/,
56,45.384427942335606,-73.5192987229675,Montée autoroute 15 Parc Haendel:  [UNCLAIMED],UNCLAIMED,000000,Montée autoroute 15 Parc Haendel,2731749,http://www.strava.com/segments/2731749/compare/,
57,45.396578,-73.529935,Sprint final Montréalaise:  [Yibing Wen],Yibing Wen,8126C0,Sprint final Montréalaise,5518316,http://www.strava.com/segments/5518316/compare/,
58,45.382127,-73.535547,Monté:  [UNCLAIMED],UNCLAIMED,000000,Monté,7252752,http://www.strava.com/segments/7252752/compare/,
59,45.393887,-73.532652,last kilo montrealaise:  [Yibing Wen],Yibing Wen,8126C0,last kilo montrealaise,5518371,http://www.strava.com/segments/5518371/compare/,
60,45.392077,-73.51708,Hendel:  [Yibing Wen],Yibing Wen,8126C0,Hendel,7252747,http://www.strava.com/segments/7252747/compare/,
61,45.384225,-73.534237,Sprint Haendel:  [UNCLAIMED],UNCLAIMED,000000,Sprint Haendel,9499314,http://www.strava.com/segments/9499314/compare/,
62,45.390519,-73.466311,Sprint vers boul. St-Jean:  [UNCLAIMED],UNCLAIMED,000000,Sprint vers boul. St-Jean,1442758,http://www.strava.com/segments/1442758/compare/,
63,45.396395,-73.483732,Rue de la Bélize Climb:  [UNCLAIMED],UNCLAIMED,000000,Rue de la Bélize Climb,4281431,http://www.strava.com/segments/4281431/compare/,
64,45.40706,-73.477751,Trail briquetterie:  [UNCLAIMED],UNCLAIMED,000000,Trail briquetterie,8906287,http://www.strava.com/segments/8906287/compare/,
65,45.397627,-73.484956,Briquetterie NORD:  [UNCLAIMED],UNCLAIMED,000000,Briquetterie NORD,9028232,http://www.strava.com/segments/9028232/compare/,
66,45.398795,-73.491507,sprint briqueterie:  [UNCLAIMED],UNCLAIMED,000000,sprint briqueterie,10096402,http://www.strava.com/segments/10096402/compare/,
67,45.38850410379971,-73.40386524803321,BattailleS-Tir-Golf-BattailleN:  [UNCLAIMED],UNCLAIMED,000000,BattailleS-Tir-Golf-BattailleN,2601372,http://www.strava.com/segments/2601372/compare/,
68,45.447561,-73.942179,Senneville through the trees sprint:  [Michael Burkat],Michael Burkat,C7258E,Senneville through the trees sprint,4934073,http://www.strava.com/segments/4934073/compare/,
69,45.429612,-73.916949,St Marie farms:  [UNCLAIMED],UNCLAIMED,000000,St Marie farms,4243666,http://www.strava.com/segments/4243666/compare/,
70,45.422235,-73.935948,Rocky Start to Bumpy Finish:  [UNCLAIMED],UNCLAIMED,000000,Rocky Start to Bumpy Finish,4702480,http://www.strava.com/segments/4702480/compare/,
71,45.41818484202532,-73.93521839759678,2e seg mcdonald:  [UNCLAIMED],UNCLAIMED,000000,2e seg mcdonald,2296333,http://www.strava.com/segments/2296333/compare/,
72,45.427099,-73.921837,Sainte Marie's traffic:  [UNCLAIMED],UNCLAIMED,000000,Sainte Marie's traffic,5945427,http://www.strava.com/segments/5945427/compare/,
73,45.4410002566874,-73.90827116556466,Single track:  [UNCLAIMED],UNCLAIMED,000000,Single track,1443159,http://www.strava.com/segments/1443159/compare/,
74,45.438427,-73.907283,Technical SingleTrack:  [UNCLAIMED],UNCLAIMED,000000,Technical SingleTrack,5541226,http://www.strava.com/segments/5541226/compare/,
75,45.44473070651293,-73.9103374723345,Dirt Highway:  [UNCLAIMED],UNCLAIMED,000000,Dirt Highway,1443151,http://www.strava.com/segments/1443151/compare/,
76,45.440705,-73.91765,FatBike SBCU loop:  [UNCLAIMED],UNCLAIMED,000000,FatBike SBCU loop,8974129,http://www.strava.com/segments/8974129/compare/,
77,45.440993,-73.913228,Technical SingleTrack Loop:  [UNCLAIMED],UNCLAIMED,000000,Technical SingleTrack Loop,5541230,http://www.strava.com/segments/5541230/compare/,
78,45.4238044,-73.8662895,Garret's Giddyup:  [Vitor Lima],Vitor Lima,B7E628,Garret's Giddyup,1858757,http://www.strava.com/segments/1858757/compare/,
79,45.419591,-73.882105,Lakeview Boulevard Climb:  [Eoin Craigie],Eoin Craigie,5CB1E4,Lakeview Boulevard Climb,3981553,http://www.strava.com/segments/3981553/compare/,
80,45.437693344429135,-73.90168366022408,L'Anse a L'Orme - Out and Back:  [UNCLAIMED],UNCLAIMED,000000,L'Anse a L'Orme - Out and Back,2127492,http://www.strava.com/segments/2127492/compare/,
81,45.4391717,-73.8896161,Marie's Hump:  [UNCLAIMED],UNCLAIMED,000000,Marie's Hump,1740735,http://www.strava.com/segments/1740735/compare/,
82,45.4222169116508,-73.87238693107949,Lakeshore around Beaurepaire village:  [UNCLAIMED],UNCLAIMED,000000,Lakeshore around Beaurepaire village,1252910,http://www.strava.com/segments/1252910/compare/,
83,45.441202,-73.878949,Ch Ste-Marie overpass ouest:  [UNCLAIMED],UNCLAIMED,000000,Ch Ste-Marie overpass ouest,7631682,http://www.strava.com/segments/7631682/compare/,
84,45.435003,-73.848812,WCG : Elm West:  [UNCLAIMED],UNCLAIMED,000000,WCG : Elm West,8246776,http://www.strava.com/segments/8246776/compare/,
85,45.440065,-73.885961,Park to Park:  [UNCLAIMED],UNCLAIMED,000000,Park to Park,4558642,http://www.strava.com/segments/4558642/compare/,
86,45.427911,-73.885062,Elm - Woodland to Westcroft:  [UNCLAIMED],UNCLAIMED,000000,Elm - Woodland to Westcroft,7720120,http://www.strava.com/segments/7720120/compare/,
87,45.436355,-73.898194,WCG : Interval 10 : The return:  [UNCLAIMED],UNCLAIMED,000000,WCG : Interval 10 : The return,5123495,http://www.strava.com/segments/5123495/compare/,
88,45.429248,-73.824304,Chemin du Bord-du-Lac-Lakeshore Climb:  [Eoin Craigie],Eoin Craigie,5CB1E4,Chemin du Bord-du-Lac-Lakeshore Climb,3898952,http://www.strava.com/segments/3898952/compare/,
89,45.433839,-73.810533,Parc Stewart:  [Eoin Craigie],Eoin Craigie,5CB1E4,Parc Stewart,6981302,http://www.strava.com/segments/6981302/compare/,
90,45.431125,-73.84586,St-Charles Stretch direction Lakeshore:  [Eoin Craigie],Eoin Craigie,5CB1E4,St-Charles Stretch direction Lakeshore,4295048,http://www.strava.com/segments/4295048/compare/,
91,45.433338,-73.81159,Beaconsfield Blvd : St-Charles to St-Jean:  [Eoin Craigie],Eoin Craigie,5CB1E4,Beaconsfield Blvd : St-Charles to St-Jean,7189412,http://www.strava.com/segments/7189412/compare/,
92,45.4282764,-73.8339753,Beaconsfield St-Charles stretch:  [Eoin Craigie],Eoin Craigie,5CB1E4,Beaconsfield St-Charles stretch,2453606,http://www.strava.com/segments/2453606/compare/,
93,45.439539,-73.832956,Windmill Hill:  [Cameron Mackey],Cameron Mackey,1D6914,Windmill Hill,7330689,http://www.strava.com/segments/7330689/compare/,
94,45.440398,-73.827873,The final grind:  [Cameron Mackey],Cameron Mackey,1D6914,The final grind,9443479,http://www.strava.com/segments/9443479/compare/,
95,45.431004,-73.824078,Lanthier dir. ouest:  [Cameron Mackey],Cameron Mackey,1D6914,Lanthier dir. ouest,8091084,http://www.strava.com/segments/8091084/compare/,
96,45.442381,-73.821038,Cedar to Pte-Claire - Train sprint:  [Cameron Mackey],Cameron Mackey,1D6914,Cedar to Pte-Claire - Train sprint,9527539,http://www.strava.com/segments/9527539/compare/,
97,45.4288416,-73.8310298,Rotters Loop:  [UNCLAIMED],UNCLAIMED,000000,Rotters Loop,1681459,http://www.strava.com/segments/1681459/compare/,
98,45.446353,-73.780394,PS40 : SPRINT 3 : DORVAL:  [Eoin Craigie],Eoin Craigie,5CB1E4,PS40 : SPRINT 3 : DORVAL,9316745,http://www.strava.com/segments/9316745/compare/,
99,45.43896,-73.740816,Posh push to Thrush:  [Eoin Craigie],Eoin Craigie,5CB1E4,Posh push to Thrush,4332693,http://www.strava.com/segments/4332693/compare/,
100,45.444466,-73.776929,PS40 : Sprint 2 : Pointe-Claire Sign:  [Eoin Craigie],Eoin Craigie,5CB1E4,PS40 : Sprint 2 : Pointe-Claire Sign,9316606,http://www.strava.com/segments/9316606/compare/,
101,45.441932,-73.752023,JV3 Fly By:  [Marc Devlin],Marc Devlin,2A4BD7,JV3 Fly By,4375819,http://www.strava.com/segments/4375819/compare/,
102,45.441932,-73.758881,Jean XXIII sprint:  [Marc Devlin],Marc Devlin,2A4BD7,Jean XXIII sprint,7947880,http://www.strava.com/segments/7947880/compare/,
103,45.442864,-73.774185,Touzin Sprint:  [Marc Devlin],Marc Devlin,2A4BD7,Touzin Sprint,7083356,http://www.strava.com/segments/7083356/compare/,
104,45.44129877816886,-73.74034702777863,Avenue Dawson - Dvl Ave - Stream.:  [Marc Devlin],Marc Devlin,2A4BD7,Avenue Dawson - Dvl Ave - Stream.,2200585,http://www.strava.com/segments/2200585/compare/,
105,45.441753,-73.760784,P.B. to Dorval Ave:  [Marc Devlin],Marc Devlin,2A4BD7,P.B. to Dorval Ave,9527506,http://www.strava.com/segments/9527506/compare/,
106,45.445107,-73.731288,Carson:  [UNCLAIMED],UNCLAIMED,000000,Carson,5909984,http://www.strava.com/segments/5909984/compare/,
107,45.42837585322559,-73.67653517983854,Sprint Parc Rene-Levesque Ouest:  [Sasha Wloski],Sasha Wloski,FFEE33,Sprint Parc Rene-Levesque Ouest,2358922,http://www.strava.com/segments/2358922/compare/,
108,45.42844,-73.686271,Park Sprint :  [Marc Devlin],Marc Devlin,2A4BD7,Park Sprint ,8149161,http://www.strava.com/segments/8149161/compare/,
109,45.43808,-73.714848,Lachine BIke Path 52nd to 32nd Avenue:  [Mario Born],Mario Born,FF9233,Lachine BIke Path 52nd to 32nd Avenue,4173833,http://www.strava.com/segments/4173833/compare/,
110,45.432527,-73.683582,Lachine Waterfront (Eastbound):  [Sasha Wloski],Sasha Wloski,FFEE33,Lachine Waterfront (Eastbound),7715348,http://www.strava.com/segments/7715348/compare/,
111,45.439969,-73.7217,PS40 : Sprint 4 : Lachine:  [Marc Devlin],Marc Devlin,2A4BD7,PS40 : Sprint 4 : Lachine,9316742,http://www.strava.com/segments/9316742/compare/,
112,45.439218012616,-73.6725883092731,1 lap Mardi Cycliste:  [Marc Devlin],Marc Devlin,2A4BD7,1 lap Mardi Cycliste,621249,http://www.strava.com/segments/621249/compare/,
113,45.43304684,-73.69355613,Saint Joseph Westbound:  [Eoin Craigie],Eoin Craigie,5CB1E4,Saint Joseph Westbound,2189823,http://www.strava.com/segments/2189823/compare/,
114,45.442452,-73.709921,48e Sprint:  [Marc Devlin],Marc Devlin,2A4BD7,48e Sprint,4705541,http://www.strava.com/segments/4705541/compare/,
115,45.44540913775563,-73.67893483489752,Petit Dimanche Lap:  [UNCLAIMED],UNCLAIMED,000000,Petit Dimanche Lap,719256,http://www.strava.com/segments/719256/compare/,
116,45.44506,-73.728581,Handfield Loop:  [UNCLAIMED],UNCLAIMED,000000,Handfield Loop,9316470,http://www.strava.com/segments/9316470/compare/,
117,45.435987,-73.654857,Clement to Dollard:  [Sasha Wloski],Sasha Wloski,FFEE33,Clement to Dollard,4765374,http://www.strava.com/segments/4765374/compare/,
118,45.43106564790516,-73.6657828745187,Lachine Canal - Rue Musee to bridge with old train:  [Sasha Wloski],Sasha Wloski,FFEE33,Lachine Canal - Rue Musee to bridge with old train,2325046,http://www.strava.com/segments/2325046/compare/,
119,45.441114,-73.645919,St. Pierre Bridge to rue du Musee:  [Sasha Wloski],Sasha Wloski,FFEE33,St. Pierre Bridge to rue du Musee,4237697,http://www.strava.com/segments/4237697/compare/,
120,45.428445,-73.66541,Lyette to Stirling uphill:  [Sasha Wloski],Sasha Wloski,FFEE33,Lyette to Stirling uphill,8049962,http://www.strava.com/segments/8049962/compare/,
121,45.422815,-73.655412,BERGES- Bélanger to 90e:  [Sasha Wloski],Sasha Wloski,FFEE33,BERGES- Bélanger to 90e,7975151,http://www.strava.com/segments/7975151/compare/,
122,45.416052,-73.634263,La Salle petite côte:  [Sasha Wloski],Sasha Wloski,FFEE33,La Salle petite côte,9223941,http://www.strava.com/segments/9223941/compare/,
123,45.416968,-73.643914,90e à 75e Boulevard Lasalle:  [UNCLAIMED],UNCLAIMED,000000,90e à 75e Boulevard Lasalle,9804047,http://www.strava.com/segments/9804047/compare/,
124,45.438657137565315,-73.66354540921748,Victoria Sprint.:  [Mario Born],Mario Born,FF9233,Victoria Sprint.,2518291,http://www.strava.com/segments/2518291/compare/,
125,45.42228476156601,-73.62196651217305,Ave Dollard to Blvd Lasalle:  [Sasha Wloski],Sasha Wloski,FFEE33,Ave Dollard to Blvd Lasalle,1804825,http://www.strava.com/segments/1804825/compare/,
126,45.44171,-73.626635,Angrignon Boulevard Climb:  [Sasha Wloski],Sasha Wloski,FFEE33,Angrignon Boulevard Climb,6277819,http://www.strava.com/segments/6277819/compare/,
127,45.429962,-73.592181,LaSalle Blvd - 5th to Douglas:  [Sasha Wloski],Sasha Wloski,FFEE33,LaSalle Blvd - 5th to Douglas,9598966,http://www.strava.com/segments/9598966/compare/,
128,45.441535357385874,-73.59645891934633,Angrignon Park Reverse Sprint:  [Mario Born],Mario Born,FF9233,Angrignon Park Reverse Sprint,1821922,http://www.strava.com/segments/1821922/compare/,
129,45.446579,-73.590022,Canal de l'aqueduct - Stephens à Bishop Power:  [Mario Born],Mario Born,FF9233,Canal de l'aqueduct - Stephens à Bishop Power,8160819,http://www.strava.com/segments/8160819/compare/,
130,45.44138,-73.608321,Angrignon Park Sprint:  [Mario Born],Mario Born,FF9233,Angrignon Park Sprint,4607037,http://www.strava.com/segments/4607037/compare/,
131,45.427307,-73.599493,Bishop Power sprint:  [UNCLAIMED],UNCLAIMED,000000,Bishop Power sprint,8181497,http://www.strava.com/segments/8181497/compare/,
132,45.44322,-73.574488,Stephens to Bishop Power Sprint:  [Sasha Wloski],Sasha Wloski,FFEE33,Stephens to Bishop Power Sprint,9906497,http://www.strava.com/segments/9906497/compare/,
133,45.427095,-73.595562,Bishop Power Boulevard to Raymond Street:  [Marc Devlin],Marc Devlin,2A4BD7,Bishop Power Boulevard to Raymond Street,9906515,http://www.strava.com/segments/9906515/compare/,
134,45.443879,-73.575565,Triathlon de Verdun - Natation:  [UNCLAIMED],UNCLAIMED,000000,Triathlon de Verdun - Natation,4817870,http://www.strava.com/segments/4817870/compare/,
135,45.443329,-73.577043,Triathlon de Verdun - Vélo:  [UNCLAIMED],UNCLAIMED,000000,Triathlon de Verdun - Vélo,4817901,http://www.strava.com/segments/4817901/compare/,
136,45.434649,-73.591115,Ouimet Sprint:  [Mathieu Gagné],Mathieu Gagné,646464,Ouimet Sprint,4261825,http://www.strava.com/segments/4261825/compare/,
137,45.417749,-73.498564,Bridge over Hwy-15:  [Yibing Wen],Yibing Wen,8126C0,Bridge over Hwy-15,9939846,http://www.strava.com/segments/9939846/compare/,
138,45.423126,-73.495102,Lac de la Citiere reverse:  [Yibing Wen],Yibing Wen,8126C0,Lac de la Citiere reverse,4111052,http://www.strava.com/segments/4111052/compare/,
139,45.432822,-73.483552,Parc Radisson:  [Yibing Wen],Yibing Wen,8126C0,Parc Radisson,8106402,http://www.strava.com/segments/8106402/compare/,
140,45.426468,-73.481784,Taschereau - Golf to Piste cyclable :  [Yibing Wen],Yibing Wen,8126C0,Taschereau - Golf to Piste cyclable ,9257476,http://www.strava.com/segments/9257476/compare/,
141,45.431548,-73.467673,Parc Illinois ouest:  [Yibing Wen],Yibing Wen,8126C0,Parc Illinois ouest,5669645,http://www.strava.com/segments/5669645/compare/,
142,45.430409,-73.453283,Du Quarties Tracks -> Des Prairies Path:  [Yibing Wen],Yibing Wen,8126C0,Du Quarties Tracks -> Des Prairies Path,7726844,http://www.strava.com/segments/7726844/compare/,
143,45.441322,-73.442623,Du Quartier Sprint:  [Yibing Wen],Yibing Wen,8126C0,Du Quartier Sprint,5652357,http://www.strava.com/segments/5652357/compare/,
144,45.428316,-73.458404,Matte ( Quartier to Illinois ):  [Yibing Wen],Yibing Wen,8126C0,Matte ( Quartier to Illinois ),8135549,http://www.strava.com/segments/8135549/compare/,
145,45.418238,-73.487229,Taschereau:  Ernest rochette - Rivard:  [UNCLAIMED],UNCLAIMED,000000,Taschereau:  Ernest rochette - Rivard,9300042,http://www.strava.com/segments/9300042/compare/,
146,45.433892,-73.447658,Quartier Sprint - Prairies to Tracks:  [Yibing Wen],Yibing Wen,8126C0,Quartier Sprint - Prairies to Tracks,8500468,http://www.strava.com/segments/8500468/compare/,
147,45.447082,-73.485331,Brossard BackyardZ - Rivard to Robert:  [Yibing Wen],Yibing Wen,8126C0,Brossard BackyardZ - Rivard to Robert,7110476,http://www.strava.com/segments/7110476/compare/,
148,45.456096,-73.933037,Nature Park:  [Eoin Craigie],Eoin Craigie,5CB1E4,Nature Park,4365351,http://www.strava.com/segments/4365351/compare/,
149,45.455016131586106,-73.8717554246887,Snake Path:  [UNCLAIMED],UNCLAIMED,000000,Snake Path,1737713,http://www.strava.com/segments/1737713/compare/,
150,45.48184,-73.86194,Sommerset Climb:  [UNCLAIMED],UNCLAIMED,000000,Sommerset Climb,2743938,http://www.strava.com/segments/2743938/compare/,
151,45.479235,-73.860415,Jacques Bizzard Climb:  [UNCLAIMED],UNCLAIMED,000000,Jacques Bizzard Climb,8011196,http://www.strava.com/segments/8011196/compare/,
152,45.466696,-73.8496106,De Salaberry to Pierrefonds Boulevard:  [UNCLAIMED],UNCLAIMED,000000,De Salaberry to Pierrefonds Boulevard,2219539,http://www.strava.com/segments/2219539/compare/,
153,45.448427,-73.878146,Houde to Saint-Charles:  [UNCLAIMED],UNCLAIMED,000000,Houde to Saint-Charles,5938173,http://www.strava.com/segments/5938173/compare/,
154,45.459746,-73.892062,WCG : Ferries Loop : Pierrefond blvd:  [Frank Oduro],Frank Oduro,FFCDF3,WCG : Ferries Loop : Pierrefond blvd,5652638,http://www.strava.com/segments/5652638/compare/,
155,45.4760217,-73.871095,Ste-Anne Hill:  [UNCLAIMED],UNCLAIMED,000000,Ste-Anne Hill,1613188,http://www.strava.com/segments/1613188/compare/,
